recipe_name,recipe_code,source_file,source_line_no,source_ingredient_name,source_quantity,source_unit,source_servings,upload_ingredient_name,upload_item_code,upload_quantity_for_1_serving,upload_unit,match_status,source_note
Chicken Palak KBR-384 ONEGO V3,RCP-035-CHICKENPAL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Palak Recipe.100 PAX - Copy.docx,15,Cardamom,20.0,g,100,NIAZ CARDAMON 1/1KG,GR003571,0.2,g,mapped,
Chicken Palak KBR-384 ONEGO V3,RCP-035-CHICKENPAL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Palak Recipe.100 PAX - Copy.docx,16,Cloves,15.0,g,100,NIAZ CLOVE WHOLE 1/1KG,GR003482,0.15,g,mapped,
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,1,Boneless chicken,18.0,kg,100,TFG AMERICANA LOCAL CHICKEN BREAST1/10KG,180259,180,g,mapped,
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,2,Lemon juice,500.0,ml,100,TFG MOONATY LEMON JUICE 12/1LTR,429366,5,ml,mapped,
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,3,Kashmiri chili powder,100.0,g,100,SHAN RED CHILLI POWDER 10/1KG,GR000042,1,g,mapped,
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,4,Salt,150.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,1.5,g,mapped,
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,5,Hung curd / Thick Greek yogurt,4.0,kg,100,ALMARAI LABNEH FF 1/2.75KG,DR000284,40,g,mapped,
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,6,Ginger-garlic paste,600.0,g,100,GARLIC  (CHINA),PR000018,6,g,mapped,
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,7,Mustard oil,400.0,ml,100,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,221871,4,ml,mapped,
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,8,Kashmiri chili powder,300.0,g,100,SHAN RED CHILLI POWDER 10/1KG,GR000042,3,g,mapped,
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,9,Garam masala,150.0,g,100,SHAN KORMA MASALA 10/1KG,GR001943,1.5,g,mapped,
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,10,Cumin powder,100.0,g,100,SHAN CUMIN POWDER 10/1KG,GR000583,1,g,mapped,
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,11,Coriander powder,100.0,g,100,SHAN CORIANDER POWDER  10/1KG,GR000553,1,g,mapped,
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,12,Turmeric powder,50.0,g,100,SHAN TURMERIC POWDER  10/1KG,GR000043,0.5,g,mapped,
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,13,Chaat masala,100.0,g,100,MAA CHAAT MASALA TUB 6/750G,GR003698,1,g,mapped,
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,14,Kasuri methi,50.0,g,100,A-MEHRAN KAUSRI METHILEAVES 12/50G,276502,0.5,g,mapped,
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,15,Salt,100.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,1,g,mapped,
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,16,Melted butter,1.0,kg,100,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,10,g,mapped,
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,17,Chaat masala,50.0,g,100,MAA CHAAT MASALA TUB 6/750G,GR003698,0.5,g,mapped,
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,18,Fresh coriander,300.0,g,100,CORIANDER LEAVES (BDL),PR000062,3,g,mapped,
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,19,Lemon wedges,50.0,pieces,100,LEMON (AFRICAN/TURKEY),PR000090,50,g,mapped,
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,1,Whole chicken,25.0,pieces,100,ADDOHA FRESH CHICKEN WHOLE IN BAG 1/900G,357255,0.25,pieces,mapped,
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,2,Lemon juice,600.0,ml,100,TFG MOONATY LEMON JUICE 12/1LTR,429366,6,ml,mapped,
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,3,Salt,250.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,2.5,g,mapped,
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,4,Red chili powder,200.0,g,100,SHAN RED CHILLI POWDER 10/1KG,GR000042,2,g,mapped,
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,5,Yogurt,8.0,kg,100,ALMARAI LABNEH FF 1/2.75KG,DR000284,80,g,mapped,
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,6,Ginger-garlic paste,1.5,kg,100,GARLIC  (CHINA),PR000018,15,g,mapped,
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,7,Red chili powder,300.0,g,100,SHAN RED CHILLI POWDER 10/1KG,GR000042,3,g,mapped,
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,8,Turmeric powder,100.0,g,100,SHAN TURMERIC POWDER  10/1KG,GR000043,1,g,mapped,
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,9,Coriander powder,250.0,g,100,SHAN CORIANDER POWDER  10/1KG,GR000553,2.5,g,mapped,
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,10,Garam masala,200.0,g,100,SHAN KORMA MASALA 10/1KG,GR001943,2,g,mapped,
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,11,Cumin powder,150.0,g,100,SHAN CUMIN POWDER 10/1KG,GR000583,1.5,g,mapped,
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,12,Kashmiri chili powder,200.0,g,100,SHAN RED CHILLI POWDER 10/1KG,GR000042,2,g,mapped,
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,13,Mustard oil or vegetable oil,2.0,l,100,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,221871,0.02,l,mapped,
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,14,Lemon juice,1.0,l,100,TFG MOONATY LEMON JUICE 12/1LTR,429366,0.01,l,mapped,
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,15,Salt,300.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,3,g,mapped,
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,16,Fresh coriander,1.0,kg,100,CORIANDER LEAVES (BDL),PR000062,10,g,mapped,
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,17,Lemon wedges,100.0,pieces,100,LEMON (AFRICAN/TURKEY),PR000090,100,g,mapped,
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,18,Onion rings,5.0,kg,100,DRY ONION (LOCAL),PR000020,50,g,mapped,
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,1,"Chicken & Marinade • Boneless, skinless chicken breasts",15.0,kg,100,TANMIAH FRESH CHICKEN 1/900G,205101,150,g,mapped,
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,2,"Boneless, skinless chicken breasts",15.0,kg,100,TANMIAH FRESH CHICKEN 1/900G,205101,150,g,mapped,
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,3,Fine sea salt,60.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,0.6,g,mapped,
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,4,Garlic paste,200.0,g,100,GARLIC  (CHINA),PR000018,2,g,mapped,
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,5,Black pepper,20.0,g,100,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,185836,0.2,g,mapped,
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,6,Buttermilk,2.0,l,100,AL MARAI UHT MILF FF 12/1LTR,DR000005,0.02,l,mapped,
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,7,All-purpose flour,1.4,kg,100,A-FOOM WHITE FLOUR 1/45KG,188559,14,g,mapped,
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,8,Cornstarch,400.0,g,100,A-AL AMC CORN STARCH 1/25KG,139554,4,g,mapped,
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,9,Eggs,30.0,pieces,100,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,0.3,pieces,mapped,
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,10,Milk,1.0,l,100,AL MARAI UHT MILF FF 12/1LTR,DR000005,0.01,l,mapped,
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,11,Panko breadcrumbs,2.0,kg,100,FONTE BREAD CRUMBS 1/500G,272674,20,g,mapped,
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,12,Salt,60.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,0.6,g,mapped,
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,13,Garlic powder,50.0,g,100,EASTERN GARLIC POWDER 24/200G,401030,0.5,g,mapped,
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,14,Onion powder,50.0,g,100,DRY ONION (LOCAL),PR000020,0.5,g,mapped,
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,15,Smoked paprika,35.0,g,100,A-AL MANAKEL PAPRIKA SWEET JAR  6/1KG,404682,0.35,g,mapped,
Arabic Foul Medames KBR-384 ONEGO V3,RCP-039-ARABICFOUL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,1,Cooked fava beans,12.0,kg,100,A-TFGA LUNA FOUL MEDAMAS 24/400G,191262,120,g,mapped,
Arabic Foul Medames KBR-384 ONEGO V3,RCP-039-ARABICFOUL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,2,Olive oil,1.5,l,100,TAFGA OLIVE OIL 12/500ML,185208,0.015,l,mapped,
Arabic Foul Medames KBR-384 ONEGO V3,RCP-039-ARABICFOUL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,3,Garlic,300.0,g,100,GARLIC  (CHINA),PR000018,3,g,mapped,
Arabic Foul Medames KBR-384 ONEGO V3,RCP-039-ARABICFOUL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,4,Lemon juice,1.5,l,100,TFG MOONATY LEMON JUICE 12/1LTR,429366,0.015,l,mapped,
Arabic Foul Medames KBR-384 ONEGO V3,RCP-039-ARABICFOUL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,5,Tahini,1.0,kg,100,TAFGA LIQ TAHINA 12/1KG,204980,10,g,mapped,
Arabic Foul Medames KBR-384 ONEGO V3,RCP-039-ARABICFOUL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,6,Salt,200.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,2,g,mapped,
Arabic Foul Medames KBR-384 ONEGO V3,RCP-039-ARABICFOUL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,7,Ground cumin,150.0,g,100,SHAN CUMIN POWDER 10/1KG,GR000583,1.5,g,mapped,
Arabic Foul Medames KBR-384 ONEGO V3,RCP-039-ARABICFOUL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,8,Fresh parsley,1.0,kg,100,Fresh parsley,RCPMIS-V5-006-FRESHPAR,10,g,missing_master,
Arabic Foul Medames KBR-384 ONEGO V3,RCP-039-ARABICFOUL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,9,Green chili,200.0,g,100,GREEN CHILLI (INDIAN),PR000016,2,g,mapped,
Arabic Foul Medames KBR-384 ONEGO V3,RCP-039-ARABICFOUL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,10,Water,3.0,l,100,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,0.03,l,mapped,
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,1,Chickpeas,7.5,kg,100,AMAL CHICK PEAS # 07 1/15KG,GR003046,75,g,mapped,
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,2,Onion,5.0,kg,100,DRY ONION (LOCAL),PR000020,50,g,mapped,
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,3,Tomatoes,5.0,kg,100,TOMATO (ADY),PR000005,50,g,mapped,
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,4,Garlic,200.0,g,100,GARLIC  (CHINA),PR000018,2,g,mapped,
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,5,Ginger,200.0,g,100,GINGER (CHINA),PR000019,2,g,mapped,
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,6,Green Chili,100.0,g,100,GREEN CHILLI (INDIAN),PR000016,1,g,mapped,
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,7,Yogurt,2.0,kg,100,ALMARAI LABNEH FF 1/2.75KG,DR000284,20,g,mapped,
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,8,Cooking Oil,1.5,l,100,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,221871,0.015,l,mapped,
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,9,Cumin Seeds,50.0,g,100,SHAN CUMIN WHOLE  10/1KG,GR000554,0.5,g,mapped,
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,10,Turmeric Powder,50.0,g,100,SHAN TURMERIC POWDER  10/1KG,GR000043,0.5,g,mapped,
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,11,Red Chili Powder,80.0,g,100,SHAN RED CHILLI POWDER 10/1KG,GR000042,0.8,g,mapped,
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,12,Coriander Powder,120.0,g,100,SHAN CORIANDER POWDER  10/1KG,GR000553,1.2,g,mapped,
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,13,Garam Masala,50.0,g,100,SHAN KORMA MASALA 10/1KG,GR001943,0.5,g,mapped,
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,14,Salt,200.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,2,g,mapped,
